発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価)
1991-04-29,MD,8M,SLG,セガ,三国志列伝乱世の英雄たち,"￥8,700","￥8,500代",0,-
1991-05-17,MD,4M,ACT,セガ,ボナンザブラザーズ,"￥6,000","￥6,000代",0,-
1991-05-31,MD,8M,SHT,東亜プラン,ゼロウイング,"￥8,000","￥8,000代",0,-
1991-05-31,MD,4M,SHT,タイトー,ファイアームスタング,"￥6,800","￥7,000代",0,-
1991-06-14,MD,8M,ACT,ウルフチーム,アークス・オデッセイ,"￥8,500","￥8,500代",0,-
1991-06-17,MD,8M,SLG,セガ,アドバンスド大戦略ドイツ電撃作戦,"￥8,700","￥8,500代",8,33
1991-06-22,MD,8M,RPG,講談社総研,ブルーアルマナック,"￥8,700","￥8,500代",0,-
1991-06-26,MD,8M,ACT,タイトー,サンダーフォックス,"￥8,500","￥8,500代",0,-
1991-06-28,MD,4M,ACT,セガ,エイリアンストーム,"￥6,000","￥6,000代",0,-
1991-06-28,MD,4M,ACT,タイトー,セイントソード,"￥6,800","￥7,000代",0,-
1991-06-28,MD,4M,RAC,ヒューマン,ファステスト・ワン,"￥7,500","￥7,500代",0,-
1991-06-28,MD,8M,ACT,ナムコ,マーベルランド,"￥7,000","￥7,000代",0,-
1991-06-28,MD,4M,SPT,セガ,レッスルウォー,"￥6,000","￥6,000代",0,-
1991-07-06,MD,8M,SHT,マイクロネット,雷電伝説,"￥8,800","￥9,000代",0,-
1991-07-12,MD,4M,SPT,ナムコ,球界道中記,"￥6,000","￥6,000代",0,-
1991-07-19,MD,4M,ACT,トレコ,ストリートスマート,"￥6,800","￥7,000代",0,-
1991-07-26,MD,4M,ACT,セガ,ソニック・ザ・ヘッジホッグ,"￥6,000","￥6,000代",23,33
1991-07-26,MD,4M,SLG,東芝EMI,マスター・オブ・モンスターズ,"￥7,800","￥8,000代",0,-
1991-08-02,MD,4M,ACT,セガ,ベア・ナックル怒りの鉄拳,"￥6,000","￥6,000代",0,-
1991-08-02,MD,8M,SHT,テレネット,空牙,"￥8,400","￥8,500代",0,-
1991-08-02,MD,4M,ACT,ウルフチーム,超闘竜烈伝ディノランド,"￥6,800","￥7,000代",0,-
1991-08-06,MD,4M,RAC,ナムコ,メガトラックス,"￥6,000","￥6,000代",0,-
1991-08-09,MD,8M,RAC,セガ,アウトラン,"￥7,000","￥7,000代",0,30
1991-08-09,MD,4M,SLG,セガ,ポピュラス,"￥6,000","￥6,000代",0,30
1991-08-30,MD,4M,ACT,セガ,ジュエルマスター,"￥6,000","￥6,000代",0,-
1991-08-30,MD,4M,SPT,セガ,プロ野球スーパーリーグ'91,"￥6,800","￥7,000代",0,-
1991-09-13,MD,8M,SHT,ＣＲＩ,ギャラクシーフォースII,"￥8,400","￥8,500代",0,-
1991-09-20,MD,8M,ACT,ウルフチーム,エル・ヴィエント,"￥8,500","￥8,500代",0,-
1991-09-20,MD,8M,RPG,セガ,レンタヒーロー,"￥8,700","￥8,500代",0,-
1991-09-27,MD,4M,SHT,タイトー,マスターオブウエポン,"￥6,800","￥7,000代",0,-
1991-09-27,MD,8M,SHT,セガ,戦場の狼II,"￥7,000","￥7,000代",0,-
1991-09-30,MD,8M,SHT,ＵＰＬ,宇宙戦艦ゴモラ,"￥7,500","￥7,500代",0,-
1991-10-10,MD,4M,ACT,テクノソフト,デビルクラッシュMD,"￥6,800","￥7,000代",0,-
1991-10-11,MD,4M,ACT,セガ,ソード・オブ・ソダン,"￥6,000","￥6,000代",0,-
1991-10-18,MD,4M,ACT,セガ,スパイダーマン,"￥6,000","￥6,000代",0,-
1991-10-25,MD,5M,ACT,セガ,ワンダーボーイVモンスターワールドIII,"￥7,000","￥7,000代",0,-
1991-10-25,MD,4M,ACT,タイトー,魔王連獅子,"￥6,800","￥7,000代",0,-
1991-10-31,MD,2M,TAB,ホームデータ,将棋の星,"￥6,700","￥6,500代",0,-
1991-11-01,MD,4M,PUZ,セガ,ブロックアウト,"￥6,000","￥6,000代",0,-
1991-11-01,MD,8M,RPG,テレネット,ワンダラーズフロムイース,"￥8,700","￥8,500代",0,-
1991-11-02,MD,2M,PUZ,ホームデータ,ドラゴンズアイプラス上海III,"￥5,800","￥6,000代",0,-
1991-11-03,MD,1M,ETC,セガ,ゲーム図書館,"￥12,800","￥13,000代",0,-
1991-11-04,MD,不明,SPT,セガ,パターゴルフ(ゲーム図書館),調査中,調査中,0,-
1991-11-05,MD,2M,ACT,セガ,16t(ゲーム図書館),調査中,調査中,0,-
1991-11-06,MD,不明,ACT,セガ,アウォーグ(ゲーム図書館),調査中,調査中,0,-
1991-11-07,MD,不明,TAB,セガ,キスショット(ゲーム図書館),調査中,調査中,0,-
1991-11-08,MD,不明,PUZ,セガ,コラムス(ゲーム図書館),調査中,調査中,0,-
1991-11-09,MD,2M,PUZ,セガ,ソニックイレイザー(ゲーム図書館),調査中,調査中,0,-
1991-11-10,MD,不明,ACT,セガ,テディボーイブルース(ゲーム図書館),調査中,調査中,0,-
1991-11-11,MD,2M,PUZ,セガ,どきどきペンギンランド(ゲーム図書館),調査中,調査中,0,-
1991-11-12,MD,2M,ACT,セガ,ハイパーマーブル(ゲーム図書館),調査中,調査中,0,-
1991-11-13,MD,不明,SPT,セガ,パドルファイター(ゲーム図書館),調査中,調査中,0,-
1991-11-14,MD,2M,PUZ,セガ,ピラミッドマジック(ゲーム図書館),調査中,調査中,0,-
1991-11-15,MD,4M,ACT,タイトー,ルナーク,"￥6,800","￥7,000代",0,-
1991-11-15,MD,不明,PUZ,セガ,ピラミッドマジックSpecia(ゲーム図書館),調査中,調査中,0,-
1991-11-16,MD,2M,PUZ,セガ,ピラミッドマジックII(ゲーム図書館),調査中,調査中,0,-
1991-11-17,MD,2M,PUZ,セガ,ピラミッドマジックIII(ゲーム図書館),調査中,調査中,0,-
1991-11-18,MD,2M,ADV,セガ,ファンタシースターIIテキストアドベンチャーアーミアの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-19,MD,8M,ACT,ナムコ,ローリングサンダー2,"￥7,000","￥7,000代",0,-
1991-11-19,MD,不明,ADV,セガ,ファンタシースターIIテキストアドベンチャーアンナの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-20,MD,2M,ADV,セガ,ファンタシースターIIテキストアドベンチャーカインズの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-21,MD,2M,ADV,セガ,ファンタシースターIIテキストアドベンチャーシルカの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-22,MD,4M,ACT,セガ,ファンタジアミッキーマウス・マジック,"￥4,800","￥5,000代",0,-
1991-11-22,MD,不明,ADV,セガ,ファンタシースターIIテキストアドベンチャーネイの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-23,MD,2M,ADV,セガ,ファンタシースターIIテキストアドベンチャーヒューイの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-24,MD,不明,ADV,セガ,ファンタシースターIIテキストアドベンチャーユーシスの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-25,MD,不明,ADV,セガ,ファンタシースターIIテキストアドベンチャールドガーの冒険(ゲーム図書館),調査中,調査中,0,-
1991-11-26,MD,1M,ACT,セガ,フリッキー(ゲーム図書館),調査中,調査中,0,-
1991-11-27,MD,2M,PUZ,セガ,メガマインド(ゲーム図書館),調査中,調査中,0,-
1991-11-28,MD,不明,TAB,セガ,メダルシティ(ゲーム図書館),調査中,調査中,0,-
1991-11-29,MD,8M,ACT,テレネット,ビースト・ウォリアーズ,"￥8,400","￥8,500代",0,-
1991-11-29,MD,8M,SLG,アスミック,乱世の覇者,"￥9,800","￥10,000代",0,-
1991-11-29,MD,不明,TAB,セガ,リドルワイアード(ゲーム図書館),調査中,調査中,0,-
1991-11-30,MD,不明,ACT,セガ,ロボットバトラー(ゲーム図書館),調査中,調査中,0,-
1991-12-01,MD,1M,RPG,セガ,死の迷宮(ゲーム図書館),調査中,調査中,0,-
1991-12-05,MD,8M,SLG,セガ,忍者武雷伝説,"￥8,700","￥8,500代",0,-
1991-12-06,MD,8M,RPG,テレネット,エグザイル時の狭間へ,"￥8,900","￥9,000代",0,-
1991-12-06,MD,4M,ACT,トレコ,ファイティングマスターズ,"￥6,800","￥7,000代",6,-
1991-12-13,MD,8M,SLG,セガ,太平記,"￥8,700","￥8,500代",0,-
1991-12-20,MD,4M,RAC,日本物産,F1サーカスMD,"￥7,500","￥7,500代",0,-
1991-12-20,MD,4M,ACT,セガ,アイラブドナルドダックグルジア王の秘宝,"￥4,800","￥5,000代",0,-
1991-12-20,MD,8M,SHT,PALSOFT,アンデッドライン,"￥8,800","￥9,000代",0,-
1991-12-20,MD,8M,ACT,ＩＧＳ,ダーナ女神誕生,"￥8,900","￥9,000代",0,-
1991-12-20,MD,8M,SHT,トレコ,タスクフォースハリアーEX,"￥8,500","￥8,500代",0,-
1991-12-20,MD,4M,ACT,PALSOFT,ダブルドラゴンII,"￥8,800","￥9,000代",0,-
1991-12-20,MD,8M,SLG,光栄,信長の野望武将風雲録,"￥11,800","￥12,000代",0,-
1991-12-20,MD,8M,RAC,バリエ,中島悟監修F-1GRANDPRIX,"￥7,800","￥8,000代",0,-
1991-12-26,MD,8M,SLG,光栄,三國志II,"￥14,800","￥15,000代",0,-
1991-12-27,MD,4M,ACT,セガ,ゴールデンアックスII,"￥6,000","￥6,000代",0,-
1991-12-27,MD,8M,ACT,テレネット,夢幻戦士ヴァリス,"￥8,400","￥8,500代",0,-
1992-01-14,MD,8M,SHT,サンソフト,スーパーファンタジーゾーン,"￥6,800","￥7,000代",0,-
1992-01-14,MD,4M,TAB,ナムコ,ちびまる子ちゃんわくわくショッピング,"￥6,000","￥6,000代",0,-
1992-01-24,MD,8M,SPT,セガ,ジョー・モンタナIIスポーツトークフットボール,"￥6,800","￥7,000代",0,-
1992-01-31,MD,4M,ACT,セガ,JuJu伝説,"￥6,000","￥6,000代",0,-
1992-01-31,MD,2M,SPT,シムス,テクモワールドカップ'92,"￥6,200","￥6,000代",0,-
1992-01-31,MD,4M,ACT,カネコ,ワニワニWorld,"￥6,600","￥6,500代",0,-
1992-02-07,MD,8M,RPG,メサイヤ,ソーサルキングダム,"￥8,800","￥9,000代",0,-
1992-02-14,MD,4M,ACT,テレネット,SDヴァリス,"￥6,800","￥7,000代",0,-
1992-02-14,MD,8M,RPG,テレネット,港のトレイジア,"￥8,900","￥9,000代",0,-
1992-02-28,MD,8M,ACT,データイースト,クルードバスター,"￥7,800","￥8,000代",0,-
1992-02-28,MD,4M,RAC,テンゲン,ロードブラスターズ,"￥6,800","￥7,000代",0,-
1992-03-06,MD,4M,SHT,ビック東海,バトルマニア,"￥6,800","￥7,000代",0,-
1992-03-13,MD,8M,ACT,セガ,トージャム＆アール,"￥6,800","￥7,000代",0,-
1992-03-13,MD,8M,SHT,ホット・ビィ,鋼鉄帝国,"￥7,800","￥8,000代",0,-
1992-03-20,MD,不明,ETC,セガ,バックアップRAMカートリッジ,"￥6,300","￥6,500代",0,-
1992-03-20,MD,12M,SLG,セガ,シャイニング・フォース神々の遺産,"￥8,700","￥8,500代",24,-
1992-03-27,MD,1M,TAB,セガ,アートアライブ,"￥3,800","￥4,000代",0,-
1992-03-27,MD,4M,SPT,ヒューマン,サンダープロレスリング列伝,"￥7,400","￥7,500代",0,-
1992-03-27,MD,8M,ACT,ビクター音産,シャドー･オブ･ザ･ビースト魔性の掟,"￥8,800","￥9,000代",0,-
1992-03-27,MD,4M,ACT,ＭＣＷ,ストームロード,"￥6,800","￥7,000代",0,-
1992-03-27,MD,4M,RAC,セガ,ターボアウトラン,"￥6,000","￥6,000代",0,-
1992-03-27,MD,8M,ACT,テンゲン,ピットファイター,"￥7,800","￥8,000代",0,-
1992-04-10,MD,4M,SLG,セガ,A列車で行こうMD,"￥6,800","￥7,000代",0,-
1992-04-24,MD,8M,ACT,ゲームアーツ,アリシアドラグーン,"￥7,800","￥8,000代",0,-
1992-04-24,MD,4M,TAB,ホット・ビィ,バッドオーメン,"￥6,800","￥7,000代",0,-
1992-04-24,MD,4M,ACT,セガ,まじかる☆タルるートくん,"￥3,880","￥4,000代",9,-
1992-04-29,MD,8M,SLG,光栄,大航海時代,"￥11,800","￥12,000代",0,-
1992-04-30,MD,4M,ACT,ＭＣＷ,スライムワールド,"￥6,800","￥7,000代",0,30
1992-05-15,MD,8M,RAC,バリエ,中島悟監修F1HEROMD,"￥7,800","￥8,000代",0,-
1992-05-28,MD,8M,SLG,マイクロネット,シーザーの野望II,"￥8,800","￥9,000代",0,-
1992-05-29,MD,8M,ACT,セガ,カメレオンキッド,"￥6,800","￥7,000代",0,-
1992-06-12,MD,4M,SPT,テレネット,グランドスラム,"￥6,800","￥7,000代",0,-
1992-06-19,MD,8M,SPT,ソフトビジョン,TOPPROGOLF,"￥8,500","￥8,500代",0,-
1992-06-19,MD,4M,SPT,ＣＲＩ,スピードボール2,"￥6,800","￥7,000代",0,30
1992-06-25,MD,8M,SLG,光栄,ロイヤルブラッド,"￥9,800","￥10,000代",0,-
1992-06-26,MD,4M,ACT,テンゲン,ペーパーボーイ,"￥6,800","￥7,000代",0,-
1992-06-26,MD,8M,RPG,セガ,闘技王キングコロッサス,"￥5,800","￥6,000代",0,-
1992-07-10,MD,4M,SPT,セガ,デビッド・ロビンソンバスケットボール,"￥4,800","￥5,000代",0,-
1992-07-10,MD,4M,SPT,セガ,炎の闘球児ドッジ弾平,"￥3,800","￥4,000代",0,-
1992-07-17,MD,8M,RAC,セガ,アイルトン・セナスーパーモナコGPII,"￥7,800","￥8,000代",11,-
1992-07-17,MD,8M,SHT,メサイヤ,グレイランサー,"￥8,300","￥8,500代",0,-
1992-07-24,MD,4M,SPT,セガ,オリンピックゴールド,"￥4,800","￥5,000代",0,-
1992-07-24,MD,8M,SHT,テクノソフト,サンダーフォースIV,"￥8,800","￥9,000代",5,-
1992-07-24,MD,8M,SLG,ＣＲＩ,ダイナブラザーズ,"￥8,800","￥9,000代",0,-
1992-07-24,MD,8M,SHT,ＷＡＳ,ツインクルテール,"￥7,800","￥8,000代",0,-
1992-08-04,MD,8M,ACT,ナムコ,スプラッターハウスPART2,"￥5,800","￥6,000代",0,-
1992-08-07,MD,4M,TAB,セガ,ひょっこりひょうたん島大統領をめざせ,"￥4,800","￥5,000代",0,-
1992-08-07,MD,8M,SLG,セガ,修羅の門,"￥6,000","￥6,000代",0,-
1992-08-07,MD,4M,SPT,PALSOFT,熱血高校ドッジボール部サッカー編MD,"￥8,800","￥9,000代",0,-
1992-09-24,MD,8M,SLG,光栄,提督の決断,"￥14,800","￥15,000代",0,-
1992-09-26,MD,4M,SLG,ホット・ビィ,キングサーモン,"￥6,800","￥7,000代",0,-
1992-10-16,MD,8M,ACT,データイースト,チェルノブ,"￥7,800","￥8,000代",0,-
1992-10-16,MD,8M,ACT,セガ,チキチキボーイズ,"￥6,000","￥6,000代",0,-
1992-10-23,MD,8M,SLG,メサイヤ,ヴィクセン357,"￥8,800","￥9,000代",0,-
1992-10-23,MD,4M,RAC,タイトー,スーパーH.Q.,"￥6,800","￥7,000代",0,-
1992-10-23,MD,4M,ADV,マーバ,機動警察パトレイバー98式起動せよ!,"￥7,800","￥8,000代",0,-
1992-10-30,MD,8M,SHT,セガ,クライング亜生命戦争,"￥6,800","￥7,000代",0,-
1992-10-30,MD,4M,SPT,セガ,ホリフィールドボクシング,"￥7,800","￥8,000代",0,-
1992-10-30,MD,16M,RPG,セガ,ランドストーカー皇帝の財宝,"￥8,700","￥8,500代",15,33
1992-11-01,MD,8M,SLG,光栄,エアーマネジメント大空に賭ける,"￥11,800","￥12,000代",0,-
1992-11-08,MD,12M,SLG,光栄,三國志III,"￥14,800","￥15,000代",0,-
1992-11-20,MD,4M,SPT,ＥＡＶ,プロフットボール,"￥6,800","￥7,000代",0,-
1992-11-20,MD,4M,SPT,ＥＡＶ,プロホッケー,"￥6,800","￥7,000代",0,-
1992-11-20,MD,8M,PUZ,サンソフト,レミングス,"￥7,800","￥8,000代",0,-
1992-11-20,MD,8M,RAC,ＥＡＶ,ロードラッシュ,"￥7,800","￥8,000代",0,-
1992-11-21,MD,8M,ACT,セガ,ソニック・ザ・ヘッジホッグ2,"￥6,800","￥7,000代",19,30
1992-12-11,MD,8M,TAB,データイースト,サイドポケット,"￥7,800","￥8,000代",0,-
1992-12-11,MD,8M,ACT,カネコ,パワーアスリート,"￥8,500","￥8,500代",0,-
1992-12-11,MD,4M,SLG,テンゲン,ランパート,"￥6,800","￥7,000代",0,-
1992-12-11,MD,8M,RAC,バリエ,中島悟監修F-1スーパーライセンス,"￥9,000","￥9,000代",0,-
1992-12-18,MD,8M,SPT,テンゲン,R.B.I.4.ベースボール,"￥7,800","￥8,000代",0,-
1992-12-18,MD,8M,ACT,セガ,アイラブミッキー＆ドナルドふしぎなマジックボックス,"￥6,800","￥7,000代",0,36
1992-12-18,MD,8M,TAB,Ｓ・Ｉ,パチンコクーニャン,"￥8,500","￥8,500代",0,-
1992-12-18,MD,4M,PUZ,セガ,ぷよぷよ,"￥4,800","￥5,000代",52,-
1992-12-22,MD,8M,ACT,コナミ,T.M.N.T.リターンオブザシュレッダー,"￥6,800","￥7,000代",0,-
1992-12-25,MD,8M,ACT,セガ,タズマニア,"￥6,800","￥7,000代",0,-
1992-12-26,MD,8M,SPT,ＥＡＶ,ドリームチームUSA,"￥7,800","￥8,000代",0,-
1993-01-14,MD,16M,ACT,セガ,ベア・ナックルII死闘への鎮魂歌,"￥7,800","￥8,000代",10,-
1993-01-16,MD,8M,SLG,光栄,ヨーロッパ戦線,"￥12,800","￥13,000代",0,-
1993-01-29,MD,8M,SPT,ＭＣＷ,ザ・キックボクシング,"￥8,500","￥8,500代",0,-
1993-02-12,MD,8M,SHT,ＥＡＶ,F22インターセプター,"￥8,900","￥9,000代",0,-
1993-02-19,MD,8M,ACT,セガ,バットマン・リターンズ,"￥6,800","￥7,000代",0,-
1993-02-19,MD,8M,ACT,ＥＡＶ,邪神ドラクソス,"￥8,900","￥9,000代",0,-
1993-02-26,MD,8M,SHT,セガ,G-LOC,"￥6,800","￥7,000代",0,-
1993-02-26,MD,4M,SPT,小学館プロ／ゲームアーツ,Jリーグチャンピオンサッカー,"￥6,800","￥7,000代",0,-
1993-02-26,MD,8M,ACT,セガ,マジンサーガ,"￥6,800","￥7,000代",0,-
1993-03-19,MD,16M,ACT,ナムコ,スプラッターハウスPART3,"￥6,800","￥7,000代",0,-
1993-03-25,MD,10M,SLG,光栄,蒼き狼と白き牝鹿元朝秘史,"￥11,800","￥12,000代",0,-
1993-03-26,MD,8M,ACT,ＰＣＭ,GODS,"￥8,800","￥9,000代",0,-
1993-03-26,MD,8M,RAC,シムス,OutRun2019,"￥8,800","￥9,000代",0,-
1993-03-26,MD,4M,ACT,セガ,ドラえもん夢どろぼうと7人のゴザンス,"￥6,800","￥7,000代",0,-
1993-03-26,MD,4M,ACT,セガ,バトルトード,"￥6,800","￥7,000代",0,-
1993-04-02,MD,8M,SPT,ＥＡＶ,NBAプロバスケットボールブルズVSレイカーズ,"￥8,900","￥9,000代",0,-
1993-04-09,MD,4M,ACT,マーバ,ウルトラマン,"￥5,800","￥6,000代",0,-
1993-04-16,MD,8M,SPT,ＥＡＶ,PGAツアーゴルフII,"￥9,800","￥10,000代",0,-
1993-04-23,MD,8M,SHT,ＥＡＶ,デザートストライク湾岸作戦,"￥8,900","￥9,000代",0,-
1993-04-23,MD,2M,SPT,ナムコ,ボールジャックス,"￥6,000","￥6,000代",0,-
1993-04-23,MD,8M,SLG,ＣＲＩ,メガロマニア,"￥8,800","￥9,000代",0,-
1993-04-23,MD,12M,ACT,セガ,餓狼伝説宿命の戦い,"￥8,800","￥9,000代",9,-
1993-04-29,MD,4M,ACT,ＥＡＶ,ゾウ!ゾウ!ゾウ!レスキュー大作戦,"￥8,900","￥9,000代",0,-
1993-05-14,MD,4M,ACT,テンゲン,007・死闘,"￥6,800","￥7,000代",0,-
1993-05-28,MD,8M,SHT,セガ,エクスランザー,"￥7,800","￥8,000代",0,-
1993-05-28,MD,8M,ACT,テンゲン,スノーブラザーズ,"￥7,800","￥8,000代",0,-
1993-05-28,MD,10M,SLG,光栄,太閤立志伝,"￥11,800","￥12,000代",0,-
1993-06-04,MD,8M,SHT,ＥＡＶ,LHXアタックチョッパー,"￥6,800","￥7,000代",0,-
1993-06-09,MD,4M,ACT,ＥＡＶ,ジェームスポンドIIコードネーム・ロボコッド,"￥6,900","￥7,000代",0,-
1993-06-11,MD,8M,SHT,テンゲン,スラップファイト,"￥7,800","￥8,000代",0,-
1993-06-18,MD,8M,SPT,セガ,Jリーグプロストライカー,"￥8,800","￥9,000代",8,-
1993-06-18,MD,8M,SLG,ＥＡＶ,パワーモンガー,"￥8,900","￥9,000代",0,-
1993-06-25,MD,8M,SPT,Ｓ・Ｉ,TOPPROGOLF2,"￥8,500","￥8,500代",0,-
1993-06-25,MD,8M,SHT,Ｓ・Ｉ,エリミネートダウン,"￥8,500","￥8,500代",0,-
1993-06-25,MD,8M,ACT,セガ,ゴールデンアックスIII,"￥6,800","￥7,000代",0,-
1993-06-25,MD,4M,SHT,テンゲン,スティールタロンズ,"￥6,800","￥7,000代",0,-
1993-07-23,MD,8M,ACT,セガ,ザ・スーパー忍II,"￥6,800","￥7,000代",0,-
1993-07-23,MD,8M,RAC,ＥＡＶ,ロードラッシュII,"￥8,900","￥9,000代",0,-
1993-07-30,MD,8M,SPT,ＥＡＶ,NBAプレイオフブルズVSブレイザーズ,"￥8,900","￥9,000代",0,-
1993-07-30,MD,8M,ACT,セガ,エコー・ザ・ドルフィン,"￥6,800","￥7,000代",7,31
1993-07-30,MD,10M,SLG,講談社総研,騎士伝説,"￥9,800","￥10,000代",0,-
1993-08-06,MD,8M,ACT,コナミ,ロケットナイトアドベンチャーズ,"￥7,800","￥8,000代",0,-
